Podcast,Speaker,Turn,KeyPoints,Assumptions
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"Well, I'm not going to pretend that I know. And I'm going to listen to the experts. And I'm talking about the real experts who went to medical school or got their MPH. And that's the only folks I want to listen to. When it comes, whether or not this disease is something that we need to worry about researching. But I agree with you completely. What the hell does it hurt you to put a mask on? I mean, to me, that's just it's not about the we know that wearing a mask, the experts at least have said, probably doesn't prevent us from getting it. But it does reduce our ability to give it to other people. So when I see somebody not wearing a mask, that says that's not that doesn't that's not a strong independent person to me. That's a selfish person who is saying by not wearing the mask, I don't give a shit about you. And I'm going to be happier. You know, so I wear the mask as the I feel like the mask is 2020's version of a smile. You know, I'm",The importance of listening to experts (medical professionals) regarding mask effectiveness; Masks reduce transmission but do not prevent infection; Wearing a mask is a form of solidarity and responsibility to protect others; Criticism of non-compliance with mask-wearing as selfish behavior; Masks as a symbolic gesture (comparable to 2020's smile) representing collective action,Experts are reliable sources of information on public health measures; Masks are effective in reducing the spread of the disease; Individuals have a moral obligation to protect others through precautionary actions; The speaker's personal belief in the necessity of masks aligns with public health guidelines; The concept of 'mask as a smile' reflects a metaphorical commitment to collective well-being
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"right. In fact, in fact, a lot of that has been around for a while because what they're beginning to realize is not just on the number of cases reported, but the number of deaths that have occurred from COVID-19 may be significantly higher than because particularly early on, they didn't know and they didn't test the dead for CO","The text discusses the realization that the number of deaths from COVID-19 may be significantly higher than initially reported.; It mentions that early on, there was a lack of testing on the dead to determine the number of deaths.","The text assumes that the number of deaths is not just based on reported cases but also on the number of deaths that were not tested for COVID-19.; It assumes that early in the pandemic, there was a lack of testing for deaths, leading to underestimation of the true death toll."
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,"day, even if it isn't, even, and this is hypothetical, even if we find out a year from now that it wasn't necessary to do these things. I don't know. I'm not a doctor. Don't quote me on those things. But if we did, what the hell does it hurt you to wear a mask? It doesn't. And I think that's what's fascinating to me. You know, people wanted, they were people were pissed off in this state about not being able to go out of their house, not being able to reopen their businesses. Well, I really hope, Michael, that if people don't follow the mask guidelines that Governor Cooper has laid out in North Carolina, I hope to God he shuts them down again. You know, if we have to go back to phase one, take your pick. Either you can stay inside and we can shut everything down, or you can wear a mask. That",Discussion of wearing masks as a precautionary measure; Hypothetical scenario of Governor Cooper's actions in North Carolina; Options for public health measures (stay inside or wear masks); Emphasis on the necessity of masks despite lack of medical certainty,Public compliance with Governor Cooper's mask guidelines; Potential need to revert to phase one of lockdown measures; Assumption that mask mandates are necessary for public health; Belief that non-compliance could lead to stricter restrictions
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_02,". That's kind of what it all sounds like. You can't be pissed off about both. You were mad that you couldn't open your business. I understand that. But you've been told now you can open your business as long as you wear a mask and take the six foot precaution. If that is too much for you, then get your ass back inside. That's what I say. This is wild. Everybody governor. Because I would say",Conflict between being angry about not being able to open the business and the new rules (masking and six-foot distancing); Advice to either comply with the rules or leave the business if they are too strict; Emphasis on the necessity of the measures to prevent the spread of something (likely a virus),
Get Yo A$$ in the House: With Guest Clay Aiken,SPEAKER_05,"Aiken of America. I love it. He is, as I said, a singer, television, personality, actor, political candidate, all the good stuff. But I think we can call him friend. He's a good guy. I'm glad you took a time to come by and hang out on the podcast, man. Honored anytime. This has been great fun. And don't forget to check him out as the host of Politicon's weekly podcast. How the heck are we going to get along? That is none other than Clay Aiken. You can follow him on Twitter @ClayAiken. And certainly it has been a real pleasure having him on board. That'll do it for this week, folks. Please stay inside if you don't need to go out. And if you do put that damn mask on, as my brother just said, put the mask on. Get your ass back inside. All right, folks, catch me on Apple podcast, Spotify, Stitcher2. And you know where to find me when you do that download thing, which I love when you do the download thing. And certainly on Twitter @MichaelSteal.","Clay Aiken's multiple roles as a singer, TV personality, actor, and political candidate; His role as the host of Politicon's weekly podcast; Encouragement to follow him on Twitter @ClayAiken; Promotion of the podcast on Apple, Spotify, and Stitcher2",
NFL Owners Reject '4th & 15' & Players Union Remains Prepared,SPEAKER_01,"(upbeat music) Welcome back to Jeff Schwartz of Smarling You. It is me, Jeff Schwartz. I'm flying solo today. We're doing something a little bit different. We're gonna try to sprinkle in these extra episodes if NFL news and notes arises like it has today. Look, it has later this week after Monday. We're doing things a little differently too. I'm using this audio via Periscope. I'm recording on Periscope also recording audio for the podcast. We got a lot to talk about today. NFL shot down the fourth and 15 new on-side rule. There's some other new rules that include as well. NFL mini-camps may or may not be happening. And the minute that I think is being missed right now is the NFL is actually set up really, really well labor-wise to get through any sort of revenue loss from the coronavirus. Whereas baseball is not set up quite this way. And I present to you a good argument as to why we should be rooting for the baseball players and why they have a great argument for wanting to be paid as much money as they first offer. So we'll get to all that next. Thank you guys for joining me. As usual, right review, subscribe, really appreciate it. And we'll get right to it. (upbeat music) The NFL voted down the fourth and 15 on-side kick rule. It was 16 to 16 to vote. It needed 24 votes to pass. It wasn't fairly close. If you look at the vote, it was a Philadelphia's proposal","NFL voted down the fourth and 15 on-side kick rule (16-16 vote, needed 24 votes); Discussion of potential NFL mini-camps (may or may not happen); Argument that NFL is better positioned labor-wise to handle revenue loss from coronavirus compared to baseball; Claim that baseball players have a strong argument for higher pay than what they initially receive",The NFL's decision to vote down the rule is a significant event with potential implications for the sport; The labor situation in NFL is considered more stable than in baseball; The mini-camps' status is uncertain but a topic of discussion; The argument for paying baseball players more is presented as a valid point of contention
NFL Owners Reject '4th & 15' & Players Union Remains Prepared,SPEAKER_00,"didn't happen. A couple of things that were said, competition committee, Rich McKay says there is definitely that theory that you don't want to make the comeback too easy, Troy Vincent. As if someone said in just, those of Hall of Fame quarterbacks should be excluded from this discussion. The problem is the data shows that this play has just as much of a chance to succeed as does an on-side kick. So the last two years and started a 2018 season when the lead institute new",Theory that making a comeback too easy is undesirable; Exclusion of Hall of Fame quarterbacks from discussion; Data showing the play has equal success chance as an on-side kick; 2018 season start and mention of 'lead institute new',Reliability of the data supporting the play's success comparison; Committee's consideration of the theory about comeback difficulty; Contextual relevance of the 2018 season and institute's role
NFL Owners Reject '4th & 15' & Players Union Remains Prepared,SPEAKER_02,"kickoff rules, right? The recovery for on-side kicks has been 10.5%. So new rules limit where you can line up, limit the movement of your players before the kick. And so it makes it really, really tough to recover on-side kicks. Nearly impossible, right? And it was, if you look to from 2001 to 2017, it was at almost 20%, 19.5%. So clearly there's a drop off now. And then there was, I was looking forward to this fourth and 15, a new way to do the NFL, give teams an opportunity to chance to succeed. We know now this is according to Warren Sharp and Sports Illustrated, lead-wise success rate on third and fourth and 15 over, last 15 years was 16.5%. Now that's not filtered obviously, just kind of per situation, right? 30, 15 is someone trying to run the football, someone trying to go for a fourth and 23. But nonetheless, it's not as easy as people think to convert into situations. And try to get it since right, right? It is skewed probably toward the better quarterbacks and the better offenses. Look, the NFL is always trying to find ways to evolve. And this felt like another way to evolve. What only happened twice in a game, an untime down, balls at 25. You get the 15 yards, wherever you get it at 15, 16, 17, you get 30 yards, you get the ball right there and you play on. If you do not get it, the ball goes on the 25 and the defensive team would have been the old receiving team, the team who gets the ball. So it made sense, in my opinion, to try this out, to evolve, to be aggressive and find new ways for the game to progress and really score more points. And that's something that actually is very interesting when you look at the possibility to score more points in these games. This would 100% affect gambling in a way that gamblers really can't calculate for. Did a podcast yesterday with Ross Tucker, Steve Phezics on there, awesome gambling insight. He was talking about how, there's a mess with teasers, but just looking at over-unders, right? With this, with this could do to an over-under. Fourth and 15 now, you're kind of right sitting at that total, your under's locked in, you know, an on-side kick typically, it's recovered by the receiving team and they run ball three times, pumped the ball back, games over, right? But now, I mean, if they don't convert, obviously, ball to 25, you run the ball three times and now you're still in field goal range, kick a field goal, boom, over hits. There's gonna be a point where, if this were to happen, teams would just say, look, first down, first and 10 and 25, we're down six, we'll let them score, we'll just try to score touchdown and get another fourth and 15 conversion. There'll be teams allowing teams to score here. So from a gambling perspective, it's better this and not happen, but again, I'm all for the game to evolve and find different ways to either score points, get fans excited or find ways for teams to come back. Not often do teams to even recover on-side kicks, come down and even win a game. I mean, I was part of one in college, in college way back when it was Oklahoma Oregon, I won't know if fans will tell you about it, you know, they got screwed. We scored to go, we were down six, got an on-side kick, we didn't even recover it, they recovered it, but went to a couple of letters and scored, went up by one and then they came down and missed a field goal where we bought the kick. I can't remember the time when I played in my eight years where we recovered an on-side kick that led to us winning a game or vice versa. So it's interesting to see where this is going, I was hoping this would pass, just to add some flavor of the game. It's a good time to do it right now, right? Maybe experiment in the preseason, but it wasn't close, like I said, 16 to 16 with the votes. I need 24 votes, maybe we'll table it for next year and we'll see what happens. But I was looking forward to something new in the NFL, didn't happen oh well. Sky Judge, I have not heard the time that we're recording this right now. If the Sky Judge idea is gonna go through for the preseason, it got voted down and I believe there's a modified version of it that would allow this to happen the preseason. Remember, Sky Judge was something the AAF started doing in the XFL, they have someone upstairs, they have that Sky Camp, but someone upstairs who is a referee and official who looks at every play and has the capability to buzz down and say, hey, we messed this play up. Now, there's, the language is shortened to figure out exactly what they're allowed to review, spot of a ball, fumble of a ball, possession of a ball. Penalty maybe, that definition's tough for me because again, what penalty should you review and not review? We made the whole Pass their Fairness fiasco last year that I was for that, it ended up being a fiasco, right? It just was bad for the game, that's gone now thankfully, but is Sky Judge gonna fix that? So I think it's worth experimenting the preseason to see if this was gonna work. But also too, look, they got 20 seconds to figure it out and you don't want a situation where a Sky Judge is always stopping the game to just check on something. Now, we could argue that, hey, he checks on something and they get it right that they're doing their job. But all you guys out there, you guys bitch in mode about the NFL games taking too long, football taking too long, imagine if in a 120 play game that there's 17, 18 times where the referee's like, whoa, let's hold the ball, let's make sure that we got this call right, the Sky Judge has got a way in, 'cause theoretically, that's how much time they would have to get, right? 20 seconds maybe and have to buzz down and be like, hey, I'm gonna look at this play extra. So I get it from, there are some procedural issues that NFL's had over the years, that the Sky Judge would be great. There are reasons why I think it needs to be there, at least experiment with the idea of this Sky Judge. But again, it's gonna be hard to implement in the NFL. What's really interesting about the talk, by the way, of Sky Judge, the kind of robot umpires and whatnot, is that do we want it to be perfect? Do we want every call to be perfect? Do we really deep down? Of course, you want your favorite team to get the right call, and you want it to not affect the game and gambling lines and all that. But human error is kind of part of sports, right? Human error is part of what we love, in my opinion, about sports at times. There's still something in us that enjoys the human element of the game, the human element of the referees. I think something that would be just every call exactly perfect is not the spirit of replay. I've always argued this. I look at baseball. It's a spirit of replay to really look and see if the second baseman dragged a tiny bit of his toe on second base. It's the spirit of the rule to see a guy slide home and his foot is just above home plate. Clearly, he's safe, right? He's in there. He beat the throw home. It's the spirit of the rule to zoom in and be like, ""Okay, well, there's a paper thin between his foot and home plate guys out."" Like, that's not, to my opinion, it's not the spirit of the rule. Spirit of review is supposed to fix egregious calls. I feel like we get the sky judge, just in a situation where we're not not fixing egregious calls anymore. We're fixing just simple stuff that is kind of part of human error, part of the game. I don't know. Something to consider when you think about if we really deep, deep down, want to have a sky judge in NFL, and I get it. There are situations where there definitely needs to be a review made and a change of a call done. I don't know if we really want everybody to be perfect. (upbeat music) All right, let's get to NFL, mini camps. There's some thought that mini camps are gonna happen pretty soon. I'm just gonna bleed in a little bit to my next subject, but as we're seeing now, governor of Texas that, hey, we can have sporty events with fans with, I think, 25% capacity. We're seeing states now open up and allow athletes to come back. We're seeing the college side, the SEC's vaccine, the PAC 12, June 15th, California said, ""Hey, look, we're open for athletics. ""I believe the government has made athletes essential workers."" Which, look, my wife's a nurse. She does not work in the hospital for COVID patients. She's an essential worker. Laming athletes essential workers is ridiculous. It almost lessens the actual essential workers. It lessens their job, in my opinion, their importance. They're really essential workers. Athletes are not, but I sort of get the idea because you need to get a lot of the international players that are overseas back in the country. If you're clear with essential workers, maybe it's easier to get them back in the country. Unless that was whatever, it's done. So, we're seeing New York talk about, hey, we're gonna have training camp. We're seeing everyone move toward now an idea of, hey, we're opening up. gyms are opening up. You can do outdoor activities. And so the idea is like, look, hey, let's get the athletes back. Who the college side, right? And NFL is probably gonna mirror this a little bit in the middle of June. Hey, let's get our athletes back here. It's safer for them to be in our building, our complex, working out with us than it is to be at the gym. So let's get everyone back to where they're supposed to be in the facility. Let's get them working out and training and see how healthy they are. And I think that the NFL is gonna do that. NFL is gonna bring guys back and say, hey, look, we're gonna start this up again. We'll come in for a month, get a little mini camp, maybe even two weeks. We'll get a little mini camp in. See, it's not really a physical mini camp. Let me make sure guys are in shape and healthy and whatnot. Just mentally, right? Meeting a new coach, getting the playbook a little bit, just spending a weekend with your buddies or week with your buddies, whatever it is. It's now in the mini camp, it's now a week long. But that idea, I think it's gonna happen. I know J.C. Tredder, the PA representative now, the new president, by the way, I'm really psyched for him to be the president, said, hey, look, we're not quite sure. I think I have the tweet right here. We're not quite sure about if we're coming back yet. We're not, yeah, he said that players, our union has not agreed to any reopening plan, any reports about coming back to work or hypothetical. The NFL PR said we're not putting dates on a potential return. But I think they're working there. I think that to talk about this, obviously, there is some reason why they're talking about it, 'cause I think doing it's gonna happen. And the reason why the NFL is gonna happen, and obviously they have months to prepare for this season. That's a big part of this as well, is the NFL kinda has the power over the players, and the other leagues don't. And the other leagues, the way their structure's set up, it's not beneficial to them to play without the revenue being generated that they previously had. So right now baseball is having issue with figuring out what they're gonna do. The NFL has a hard cap. So let's just say the hard cap is $200 million. With that $200 million, there's a spending minimum, and obviously the max is $200 million. You fit all your players and you're lost under $200 million. Well, let's say next year, for example, the revenues aren't as high because 2020 was down. The cap might not rise. It might go down, might go to 195, 190, 185. But whatever it is, theoretically, in theory, the owners could say, ""Look, it is what it is, man. ""Cap point downs at 185, fit your team ""under my team really under the cap. ""Make it happen, and teams that have to do it. ""Sider cap structure, hard cap, it's the way it works."" You know, players get, what, 48% of their revenue now? 48% of their revenue. That's what they get. We get 52. Revenue's down, we're all down. Okay? We're all down. It's the way it works. Now, in theory, that's the way it works, obviously. Practicality, they've found ways to boost the salary cap up. But 2011, new CBA, the NFLPA took our play performance checks which we get in the season, I believe, rolled into the salary cap and officially raised the salary cap. I don't think anyone really wants the cap to go down very much, 'cause imagine if you're an owner of a team that has a chance to win, and now you've lost $20 million on the cap, well, you have to cut a bunch of players don't have a chance to win, almost even as the playing field do it that way. So I would understand why they find ways to prop it up, but if football is done, right, that's how it works. Well, baseball, there's no hard salary cap. And there really is no spending for you. I've spent time trying to find this up. Baseball players just get paid what their market value is based off of what someone else made, or whatever they can negotiate to get it done. And because of that, they're having issues now trying to figure out how to make the salaries work. Mike Trump makes $33 million, okay? He makes $33 million of, there's no cap of nothing, right? That's his salary, $33 million. So if you say, hey, we want you to take 50% of revenue now as a whole of baseball, how do you calculate what Mike Trump's salary is gonna be? You can't, 'cause it's of nothing, right? Like if you make $100,000 and you're worked, and now your work says, hey, we want you to make 50% of the revenues, you're obviously gonna take a pay cut and that, how do you figure out what someone who makes 100 grand makes and someone who makes 178 makes? There's no, they don't make 178 of one million or 100,000 of one million, they make just, the salary's 178, someone else's salary of 100,000. Now, how do you figure out what kind of revenue of the 50% those two employees get? That's what's happening in baseball right now. They can't figure out who gets what, where it goes, and the players offer 50%, basically 50%, we'll play 50% of the game, we'll play with 50%. You know what I should've said, kick rocks, now I'm trying to figure out a way to make it work. It doesn't appear to be any close to getting done, but their owners are asking for a fundamental change to salary capture, hey, we've never done this on revenue before, and we continue to spend, as profits have gone up the last couple of years, we continue to spend less and less on player contracts. As our revenue goes up, we've spent less on player contracts. So even the players less percent of the revenue, as profits go up, now when profits go down, we want you to take a big cut as well. More things are going well, we don't pay you more, right? But it's a huge problem. I don't think people understand exactly what's happening in baseball. The NFL, it's not a problem. It's a problem for the reason I listed out earlier, where it can affect your team's performance, it needs to cut guys. But there's no negotiation to be done. Hard cap, basically they have a hard cap. So what do you pay my trap? I know they came up with some weird formula, the players are gonna do it. Scott Boris came out with great stuff today about how baseball players shouldn't subsidize owners' losses because owners have taken out loans and made bad investments and haven't allocated their money properly. I agree, baseball might not happen. Basketball's gonna have some of this issue, but they've already played a bunch of their seasons. So they've been paid already and they might, they're gonna work out some sort of playoff share. But baseball's a lot of trouble. I think baseball might figure it out, but I don't know. So if football, look, it's interesting. You never really try to set up for a pandemic. It's not why you set your league up or really you have a pandemic plan, but the NFL salary gap ends up working really, really well for this idea of a downturn. So we'll see what happens. All right guys, thank you for joining me on a bonus weekly episode of Jeff Schwartz's Smarter Than You. We'll be back in our usual spot on Monday. Everyone have a great weekend. Please rate, review, subscribe. Talk to you guys next week. Have a good one. [BLANK_AUDIO]","Proposed rule changes for on-side kicks (fourth and 15) with a 16.5% success rate, aiming to increase scoring opportunities and reduce predictability.; Introduction of a Sky Judge referee system to review plays, with potential for experimental implementation in the preseason.; Discussion of mini camps for NFL athletes, emphasizing safety and return-to-work plans.; Analysis of NFL salary cap structure, including 48% player revenue share and challenges in revenue distribution.; Proposed evolution of NFL rules to enhance scoring and fan engagement, despite risks to gambling predictability.","NFL's willingness to experiment with new rules and adjust existing structures to improve game dynamics.; Assumption that the Sky Judge system could be implemented with modifications to address procedural and time constraints.; Belief that the NFL's hard cap structure may not align with long-term revenue goals and requires adjustments.; Assumption that baseball's lack of a salary cap will lead to ongoing challenges in revenue distribution and player compensation.; Recognition that human error in officiating is inherent to sports, necessitating a balance between perfection and flexibility."
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"I know. So I felt like this was like a good marriage of our interests. This is also from a new installment spotted which is a part of the ION Design's column that talks about spotted trends that they're seeing that may not be really talked about that much in other media outlets, but they're seeing it and they wanna talk about it. I think that's as good a reason as any to start a new column on their",New column by ION Design discussing spotted trends not widely covered in other media; Focus on trends that may not be discussed much in other outlets; Reason for starting the column: as a good marriage of interests,
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"Lots of really cool chiseled type. If you don't know what chiseled type is, it can be sans serif or serif. The points and vertices are very angular in all these typefaces. And there's really quite a variety, but if you can imagine a calligraphy brush making letter forms, it's as if a chisel is making those letter forms. So it kinda is rooted in this historical look and feel, but again, they are like in vogue again right now, which is pretty interesting. And the blog outlines why that might be the case.","Chiseled type refers to angular, geometric typography with sans serif or serif styles; Historical roots in calligraphy and craftsmanship; Current popularity due to its aesthetic appeal and resurgence in design; Variety in typefaces with distinct angular features",The current trend is linked to the historical aesthetic of chiseled type; The blog explains the reasons for its resurgence through its design characteristics; The angularity and historical inspiration are key factors in its popularity
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_00,"- I feel like in some instances, it looks directly like some old nib pen drew it on paper. Sometimes it looks directly like someone took chisel to stone. And sometimes like the first image that you would see when you look at this, like when you click on the newsletter, it looks to me like cut out of paper. -",visual comparisons to old nib pens; chisel to stone; initial newsletter image,
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"Yes. And if anyone's also continually trying to visualize this, most of the examples in here are very angular. Like imagine these letter forms don't really have many curves. Like the first typeface they show in the example is acute without any curves. It's all made out of straight lines. And I think that's an easy way to visualize what we're talking","Examples in the text are angular, with no curves; Letter forms are made of straight lines; Visualizing the typeface as angular helps understand the concept",The audience is familiar with the concept of angular letter forms; The audience understands the importance of visualizing typefaces; The audience is aware of the relationship between angularity and typographic design
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"- So a few interesting facts that I learned while reading this, that you guys can have the pleasure of learning as well. They're kind of speculating when I say there, I mean the writer of this lovely blog post is written by Emily Gosling. She's speculating that this chisel type trend might be a possible reaction to minimalist sans serif dominating the design field. So by that, I mean like Google's typography, Apple's typography, Airbnb logo, like the classic super contemporary typefaces we're seeing from like these big design heavyweights. And so she kind of has seen some media outlets transform their look. And so that's including the Guardian, which used to have an all lowercase, more or less friendly logo. And in 2018 turned to a more angular logo. And that's because they were trying to react to the challenging times that we're living in. So that might be a consequence of why we're seeing this a lot medium change their logo in 2017 from something that was also quite minimalist to this like sharp chiseled type. And I think their look was quite beautiful. And so other people are saying, maybe it's popular because it actually carries a lot of personality in several resolutions on screen. So even when it's type really small, it still hacks the punch that when like when it's types set in a larger size. So there's a few different reasons. It's definitely really fun to look at and just like the sheer variety is something I really enjoyed within this","Emily Gosling's speculation about the chisel type trend as a reaction to minimalist sans serif designs in design fields like Google, Apple, and Airbnb.; The transformation of the Guardian's logo from a lowercase, friendly design to a more angular, sharp chiseled type in 2018 as a response to challenging times.; The idea that the chisel type trend is popular due to its personality and visual appeal across different screen resolutions.; The mention of the variety and aesthetic appeal of the chisel type as a key point of discussion.",The author assumes that the chisel type trend is a reaction to the dominance of minimalist sans serif fonts.; The author assumes that the change in the Guardian's logo was a deliberate response to the current societal climate.; The author assumes that the chisel type is visually appealing and carries personality even at smaller sizes.; The author assumes that the trend is popular due to its aesthetic and functional appeal across different screen resolutions.
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"know? - Yeah, I'm just super into, you can just like look at these ladder forms and just admire them one by one 'cause they're all so unique and so carefully crafted. It's incredible to see them all come together into a typeface or alphabet. And it's funny because the next article that we have is historical, but it talks about a typeface that is not at all chiseled and is super soft and super round and describe as a typeface that has had an air pump to a tire, just like blown into it. I love","admiration for unique and carefully crafted ladder forms; discussion of how these forms come together into a typeface or alphabet; mention of a next article discussing a soft, round typeface with an air pump metaphor","the next article's topic is the soft, round typeface with an air pump; the air pump metaphor is used to describe the typeface's softness and roundness"
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"- And so that typeface we're talking about is Cooper Black. So we have this great video included that just came out from Vox, which is really awesome. Kind of like educational videos on pop culture. And it's all about the history of Cooper Black. If you don't know Cooper Black, think about the Tootsie Roll logo.",Cooper Black typeface; Vox video on Cooper Black history; Tootsie Roll logo,Tootsie Roll logo is an example of Cooper Black
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"- And so what's funny is that this typeface is a hundred years old. It was came into existence in 1920 by an ad man in Chicago named Oswald Cooper. And it's like really has withstood the test of time. And it's super interesting. The type effects you know, autos that are presenting in the video are Bethany Hack, who does the Font Review Journal, super great at explaining the history of typefaces and Steven Heller, who's like a design legend. And so they talk about why they think this font has lived such a long life and it's still so relevant in pop culture. I was literally just designing some potential marketing cloud role with Cooper Black italics. I love it. It's one of my favorite fonts. But something that's super interesting is that Cooper Black has no straight edges. So even the bottom of their capital A is curved. And you can say that with all the places where we typically see straight edges, the stems of the H and maybe there are places where things are straight, but it's super fluid. It doesn't stay straight for very long, even if it is. It's like really satisfying to look at. I think it can wear a lot of hats. It can be light and friendly, but it can also still command attention. They're talking about all the different ways it was used. When I was created, there was still a lot of metal and wooden type. So things were actually still quite angular just because of production methods. But soon afterwards in the mid century, they had the existence of phototype and dry transfer, which allowed more public access to Cooper Black and using this type base and allowed the people to track it really, really tight. That was popular in the 70s and 80s. And so therefore it was able to be a part of a lot of grassroots movements as well. So it was like on Burger King ads, but also on revolutionary war posters.","Cooper Black typeface created in 1920 by Oswald Cooper, known for its longevity and relevance in pop culture; Design features include curved A and no straight edges, contributing to its fluidity and adaptability; Historical context: used in metal/wooden type production, later adopted via phototype and dry transfer in the 70s/80s; Used in mainstream media (Burger King ads) and grassroots movements; Design versatility: can be light and friendly or command attention; Personal use in marketing design (e.g., marketing cloud role with Cooper Black italics)","The font's design elements (curved A) are directly linked to its survival through decades of use; The shift to phototype and dry transfer enabled broader accessibility and influence; The font's adaptability across different styles (light, commanding) is a result of its design principles; The longevity of Cooper Black is attributed to its historical significance and evolution with technology; The mention of grassroots movements implies its role in cultural and social change"
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_00,"- Plus, I just love these Vox videos. They've done a couple that were around typography and they've done a bunch more that are just interesting cultural topics, but they always dive deep into the history. Like you do with the nerd alert and they're really interesting and fun and especially visual","Vox videos are appreciated for their depth and cultural relevance; They explore typography and cultural topics with thoroughness; The content is described as interesting, fun, and visually engaging",The speaker is a fan of Vox videos; The videos are known for their historical analysis; The content is considered both educational and entertaining
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,". - Yeah, I didn't find that, but it's super recent. So you can share with all your friends and they bet they have not yet seen it. Our next link, I'm very excited to see happening and it is Where Are The Black Designers. This is a website that's promoting a virtual conference happening on June 27th. If you look on the website, there's an array of almost looks like album covers and artwork, but it's a collection of designers artwork they've made for this event. And that's mostly where I'm seeing the promotion for this is on Instagram, they're crowdsourcing a lot of the artwork for it and every day, there are several people that make artwork for this event and it's some interpretation of it. So I would definitely obviously check out the site and the initiative, June 27th, I will be there, but their Instagram is like so inspiring to see just a variety of takes on this topic. And the topic of Where Are The Black Designers looks at the design industry or 3% of the design industry is black and figuring out how we can change that and how we can take action. And this is not a new problem. This has been ongoing for several years, but I do think that this has got a lot of visibility and I'm certainly excited to see what conversations happened during",Virtual conference 'Where Are The Black Designers' on June 27th; Crowdsourced artwork from designers for the event; Focus on the underrepresentation of Black designers in the design industry (3% of the industry); Initiative to address systemic issues in design representation; Public engagement through Instagram and social media,The event will have significant visibility and impact; The topic of Black designers in design is a pressing and ongoing issue; Crowdsourcing artwork will drive participation and diversity in the event's themes; The initiative will inspire conversations about equity and representation in the design field; Audience interest in the topic will sustain engagement and follow-up
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_00,"it. - I was intrigued when you shared this with me by the variety of designs that they're using to promote it. But honestly, when I first looked at the website, I was like, I don't know what I'm looking at. And it took me a second, I had to read the about page to understand what was going on and",The variety of designs used to promote the content; The need to read the 'about' page to understand the content,The website is complex or requires additional explanation to navigate; The user initially struggled to comprehend the content without further context
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"it. - Exactly. That's one of the reasons I'm so excited about it is that like they are gathering all these designers that wanna contribute and are also spreading the word and getting so much visibility. I mean, there's nearly 18,000 followers on this account. And like this initiative started fairly","The initiative is gathering designers who want to contribute and spread the word, leading to significant visibility.; The account has nearly 18,000 followers.; The initiative started fairly",The initiative is a new or ongoing project.; The account is a platform for designers to share their work.; The visibility and followers indicate the initiative's success.
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"- Should just happen, period. And the next article we're talking about is from our lovely design favorite blog. It's nice that. And it talks about it has a collection of websites. All are very type of graphic heavy. I mean, I think that's the point of this article is to be like, are you sick of just seeing image based websites? See how people are using type in super unique, innovative ways on the web. And there are some really funky examples of ways people are using typography. I can promise you, I would never seem before in my",Typography should be natural and not forced; Article discusses graphic-heavy websites with innovative typography; Examples of unconventional typography usage are highlighted,The author is surprised by the prevalence of unique typography in web design; The design blog's collection of websites is a credible source of information; The article's focus on typography innovation implies a broader trend in web design
"S2E4 - Chiseled Fonts, Cooper Black & W.E.B. Du Bois",SPEAKER_03,"honest. - Yeah, I mean, they're really experimental. A lot of them are pages for design studios. There's one page for math practice, which is a design studio in New York. And when you move your mouse from left to right, it changes the line length of the type, which is just super funky. I'm curious if there's any other application that you can use this code for. But I think a lot of this stuff is really experimental, really exciting to see and definitely inspirational for anyone trying to like break the bounds of what type is on the",Experimental design studio pages with interactive elements (mouse movement affecting type line length); Inquiry about potential applications of the code beyond the mentioned example; Emphasis on the innovative and inspirational nature of the design; Recognition of the experimental and boundary-pushing nature of the project,The code has potential for use in other creative or educational contexts; The audience is interested in exploring creative applications of type design; The experimental approach is seen as valuable and thought-provoking; The design's interactivity and visual effects are considered impactful
