prompt,episode_key,direction,a_turn_num,b_turn_num,assumptions_in_A,explicits_in_B,max_sim,link
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,9,10,0,7,0.0,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,10,11,10,4,0.5840328335762024,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,11,12,5,8,0.4305603802204132,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,12,13,10,4,0.4645675718784332,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,13,14,4,8,0.5061472654342651,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,14,15,8,4,0.43080776929855347,0
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,15,16,4,5,0.6180529594421387,1
prompt4,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,16,17,5,4,0.34355106949806213,0
prompt5,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,01→00,1,2,3,10,0.599388599395752,0
prompt5,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,00→01,2,3,10,3,0.4505319595336914,0
prompt5,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,00→01,1,2,3,7,0.4130443036556244,0
prompt5,AI_Assists_Human_Intelligence__Elon_Musk_Jack_Ma_569e3e722d,01→00,2,3,5,8,0.48204734921455383,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,1,2,5,4,0.7222605347633362,1
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,2,3,4,5,0.21859243512153625,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,3,4,5,5,0.4571310579776764,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,4,5,5,5,0.7489951848983765,1
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,5,6,5,8,0.5823771357536316,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,6,7,5,5,0.38117462396621704,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,8,9,5,3,0.4252502918243408,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,10,11,4,5,0.4944120943546295,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,11,12,4,4,0.593259334564209,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,12,13,4,6,0.5135219097137451,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,13,14,3,5,0.3827853500843048,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,14,15,5,7,0.49377426505088806,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,01→00,15,16,6,5,0.4238300621509552,0
prompt5,Artificial_Intelligence_AI_and_it_is_Application_b2d5d82c82,00→01,16,17,4,3,0.42172670364379883,0
prompt5,Augmented_Intelligence_with_AI_in_Manufacturing__846df0f35c,01→00,2,3,5,5,0.46734604239463806,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,2,3,5,7,0.19615662097930908,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,9,10,4,4,0.44832631945610046,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,10,11,3,9,0.3607146143913269,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,11,12,6,3,0.5225828886032104,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,12,13,3,6,0.4203346371650696,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,13,14,5,4,0.6603610515594482,1
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,14,15,4,4,0.38258132338523865,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,16,17,5,2,0.33208349347114563,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,17,18,2,10,0.5248020887374878,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,20,21,4,4,0.49775266647338867,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,21,22,4,5,0.514769434928894,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,22,23,5,4,0.41366177797317505,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,23,24,4,7,0.5398848056793213,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,24,25,5,4,0.4212805926799774,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,25,26,4,8,0.42287060618400574,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,26,27,5,5,0.40520036220550537,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,27,28,4,8,0.5058557987213135,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,30,31,3,8,0.2615123391151428,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,31,32,4,5,0.4336419105529785,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,33,34,5,3,0.5549419522285461,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,34,35,3,7,0.5058988332748413,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,36,37,5,7,0.4615366458892822,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,37,38,5,8,0.4942587614059448,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,38,39,6,5,0.46569642424583435,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,39,40,5,10,0.5595548748970032,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,40,41,10,4,0.5398971438407898,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,41,42,4,7,0.6335850954055786,1
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,42,43,4,3,0.5821686387062073,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,43,44,3,10,0.6754124760627747,1
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,44,45,10,8,0.5817388892173767,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,45,46,6,10,0.47029268741607666,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,46,47,10,5,0.5095770955085754,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,47,48,5,10,0.5102157592773438,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,48,49,10,4,0.348746120929718,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,49,50,3,6,0.386860728263855,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,50,51,4,4,0.25745338201522827,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,51,52,4,10,0.37742120027542114,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,52,53,10,4,0.35767045617103577,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,53,54,4,5,0.3997291326522827,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,56,57,10,4,0.42475998401641846,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,57,58,4,10,0.4908437430858612,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,63,64,2,4,0.23686903715133667,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,64,65,4,4,0.2342652678489685,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,65,66,4,5,0.3920084238052368,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,00→01,66,67,4,5,0.20331835746765137,0
prompt5,General_Robert_S._Spalding_III_-_China_s_Six_Fro_6c204870c8,01→00,67,68,3,5,0.25112298130989075,0
prompt5,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,1,2,4,5,0.2984042167663574,0
prompt5,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,2,3,4,10,0.3048847019672394,0
prompt5,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,4,5,0,3,0.0,0
prompt5,How_AI_and_supercomputing_are_going_green_6151588f57,00→01,5,6,3,10,0.4231000542640686,0
prompt5,How_AI_and_supercomputing_are_going_green_6151588f57,01→00,7,8,4,5,0.2902263402938843,0
prompt5,How_I_Taught_My_7_Year_About_Machine_Learning_an_a100b13a0d,01→00,1,2,3,10,0.308063805103302,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,2,3,4,6,0.37572333216667175,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,3,4,4,5,0.5716886520385742,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,4,5,5,4,0.2939455211162567,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,6,7,4,2,0.3246718943119049,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,8,9,3,5,0.3001284599304199,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,9,10,5,5,0.566951334476471,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,10,11,4,10,0.5058759450912476,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,13,14,4,4,0.2977253198623657,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,14,15,4,6,0.4366414546966553,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,15,16,5,3,0.22529125213623047,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,16,17,3,5,0.46900370717048645,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,20,21,3,3,0.25814568996429443,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,22,23,3,5,0.4119175970554352,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,23,24,5,3,0.5146676301956177,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,25,26,4,4,0.4466209411621094,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,28,29,5,5,0.642173707485199,1
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,29,30,5,4,0.6364519000053406,1
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,30,31,4,2,0.4178813099861145,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,31,32,2,4,0.35468316078186035,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,35,36,3,4,0.3491840362548828,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,36,37,4,3,0.5292516946792603,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,38,39,4,2,0.24010200798511505,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,01→00,39,40,2,10,0.44247621297836304,0
prompt5,S1_E15_Mostafa_Elbermawy_on_Long-Lasting_Work_Se_29eea0aed2,00→01,41,42,4,5,0.3042776882648468,0
prompt5,The_potential_of_AI_in_healthcare_014edaaac0,00→01,1,2,3,10,0.4067997932434082,0
prompt5,The_potential_of_AI_in_healthcare_014edaaac0,01→00,13,14,3,2,0.35043925046920776,0
prompt5,The_potential_of_AI_in_healthcare_014edaaac0,00→01,14,15,3,5,0.5316638350486755,0
prompt5,What_history_can_teach_us_about_the_future_of_AI_de90e4fe5f,00→01,1,2,4,3,0.27676910161972046,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,2,3,4,4,0.32684874534606934,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,3,4,4,5,0.4686509668827057,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,4,5,4,5,0.5478112697601318,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,5,6,4,4,0.8627800941467285,1
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,6,7,4,8,0.6878072619438171,1
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,8,9,2,4,0.22784481942653656,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,9,10,4,8,0.5310630202293396,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,10,11,5,5,0.6464088559150696,1
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,11,12,4,0,0.0,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,12,13,0,3,0.0,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,13,14,3,8,0.6618162989616394,1
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,14,15,5,5,0.5151252150535583,0
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,00→01,15,16,5,8,0.7712783217430115,1
prompt5,Why_AI_needs_to_develop_ethical_and_legal_standa_737558c249,01→00,16,17,8,5,0.2986275553703308,0
