pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,future_horizon,true_future_turn_id,true_future_turn_idx,true_future_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,context_explicit_count,context_assumption_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,available_conditions_json
news:226__MLS_Tournament__Orlando_Or_Bust:28:31:h3,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:28,28,3,news:226__MLS_Tournament__Orlando_Or_Bust:31,31,Assert / Elaborate,593,105,9,3,10,3,31,12,True,[42],[45],25,True,7ce1e19d74ebd19cb0ea5e219f69013d8b0200fe2bc9c5a9035023ef0da2cc04,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:226__MLS_Tournament__Orlando_Or_Bust:29:30:h1,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:29,29,1,news:226__MLS_Tournament__Orlando_Or_Bust:30,30,Assert / Elaborate,278,103,10,3,10,3,34,12,True,[43],[44],25,True,a5ac12eee4dd2bf15cd1adcf1fc1a8e566b4b2ad35dcbe00f956490d5d7d077a,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:226__MLS_Tournament__Orlando_Or_Bust:29:32:h3,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:29,29,3,news:226__MLS_Tournament__Orlando_Or_Bust:32,32,Assert / Elaborate,278,103,10,3,10,3,34,12,True,[43],[46],25,True,cacf41f28910bc689a540d97d5ba8d5a51c1186a70c0e1c038e44fbdcb716468,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:226__MLS_Tournament__Orlando_Or_Bust:30:31:h1,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:30,30,1,news:226__MLS_Tournament__Orlando_Or_Bust:31,31,Assert / Elaborate,270,101,10,3,10,3,34,12,True,[44],[45],25,True,80a33cee6f4cd31e77980b55e442de0a1fe3401264525741e4dd467a10d6cbf9,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:226__MLS_Tournament__Orlando_Or_Bust:31:32:h1,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:31,31,1,news:226__MLS_Tournament__Orlando_Or_Bust:32,32,Assert / Elaborate,379,103,10,3,10,3,39,12,True,[45],[46],25,True,0ba5886104e5f4160fb7e635ea51fe53eb81aebb5075ba342ea3d5cf69da0e03,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:1:2:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:1,1,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:2,2,Agree / Align,347,101,10,3,10,0,10,3,True,[3],[4],25,True,d525d9296eb3e64e94d25e84c3f3b5f1cd47fc12466cb3916169e7148fbef3c3,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:1:4:h3,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:1,1,3,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:4,4,Assert / Elaborate,347,101,10,3,10,0,10,3,True,[3],[6],25,True,744a525b7af821d611c0ec460020168e29d16988a4c8490be09b264a928aab82,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:2:3:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:2,2,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:3,3,Assert / Elaborate,98,98,6,3,5,1,16,6,True,[4],[5],25,True,c891e868e20de50e3312dbe38d931a95f00e72b6a6964856781a834c2c89925a,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:2:5:h3,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:2,2,3,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:5,5,Assert / Elaborate,98,98,6,3,5,1,16,6,True,[4],[7],25,True,215c5501ff29827b495a723a0ef9141f859a7f3a1e7d88c2a4bc41432566af65,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:3:4:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:3,3,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:4,4,Assert / Elaborate,388,102,8,3,6,2,24,9,True,[5],[6],25,True,3b6d651777138eabcfa31dc7b78b0b2ccab633f10e0addd021b73b5ed3a96140,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:4:5:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:4,4,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:5,5,Assert / Elaborate,268,100,10,3,10,3,34,12,True,[6],[7],25,True,fb7c547ed25c23f6d777ab0905c9218318eac85af7300fcc0d3b4358cdba9edf,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:9:10:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:9,9,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10,10,Clarification Request (Specific),373,100,10,3,10,3,40,12,True,[19],[20],25,True,e87b0f9ad35935be9e2162d3ed4b1d99556b65e8028c2d3c1b34f14cc60cc6af,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:9:12:h3,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:9,9,3,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:12,12,Topic Shift,373,100,10,3,10,3,40,12,True,[19],[22],25,True,0e5dd5435ad3be7c7a6fe354658606b3818bec7ba0dfc3a032cd75a500c0b32a,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:9:14:h5,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:9,9,5,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:14,14,Assert / Elaborate,373,100,10,3,10,3,40,12,True,[19],[24],25,True,70733c372ae2712eb38b088281ad62774c893ee5d0bc63db4d68db4b6a423762,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10:11:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10,10,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:11,11,Answer,50,50,4,3,5,3,34,12,True,[20],[21],25,True,d539fb4e59ef7b54b974955d6abe084cb2b7492c27149154e511dbd3d710724c,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10:13:h3,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10,10,3,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:13,13,Assert / Elaborate,50,50,4,3,5,3,34,12,True,[20],[23],25,True,0b3d4a8aa122167e5c95cb21ff6673589a3cf0550e56db39a610a36a4a2e5216,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10:15:h5,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:10,10,5,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:15,15,Assert / Elaborate,50,50,4,3,5,3,34,12,True,[20],[25],25,True,a1378cb88f7c65133efe5fe871d5c63553374b6a8d9607a613b7f8d47d32970c,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:11:12:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:11,11,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:12,12,Topic Shift,134,104,7,3,5,3,31,12,True,[21],[22],25,True,8a5d22a8b7c3b5a0266dbf698550adbc49eab46a2a5a93fa579a04a2f470ffed,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:11:14:h3,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:11,11,3,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:14,14,Assert / Elaborate,134,104,7,3,5,3,31,12,True,[21],[24],25,True,c461471246b6dd8b50c2e8ee021c4d52f0b5cbfbcdfb5dd42d753d6c0ff8c695,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:12:13:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:12,12,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:13,13,Assert / Elaborate,78,78,5,3,5,3,26,12,True,[22],[23],25,True,1692c05c154f3c8a63568f73840c8efe92a543a6eaa7b902cdc2f23e855bfb05,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:12:15:h3,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:12,12,3,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:15,15,Assert / Elaborate,78,78,5,3,5,3,26,12,True,[22],[25],25,True,067fa1e82aa942456fb200e4dee5ca6b1e432d6c5f4634860fc8712f19f812b7,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:13:14:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:13,13,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:14,14,Assert / Elaborate,308,103,9,3,10,3,25,12,True,[23],[24],25,True,affd43f545cb07136c6bad7abf1c7a0885715ab03bbeb668d8c59ce02af408f7,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:14:15:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:14,14,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:15,15,Assert / Elaborate,445,103,10,3,10,3,31,12,True,[24],[25],25,True,bf56f4f28669dddff47497f5f812c31e1faf46a2b7d87bdb3f8a11470c6e608e,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:17:18:h1,news,5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr,data_cleaned/conversation_moves_labeled/news/5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr.json,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:17,17,1,news:5_Talking_youth_engagement__libraries_and_graphic_novels_with_Leonee_Ariel_Derr:18,18,Assert / Elaborate,687,105,9,3,10,3,39,12,True,[29],[30],25,True,dbe2dfd94dbf676876aaac49f2c647fc6b7e06f940790a440b37895b69eb4256,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
news:Alana_Goodman:1:2:h1,news,Alana_Goodman,data_cleaned/conversation_moves_labeled/news/Alana_Goodman.json,news:Alana_Goodman:1,1,1,news:Alana_Goodman:2,2,Assert / Elaborate,90,90,7,3,5,1,15,6,True,[3],[4],25,True,1962e3c8b4b933f5f2a8324c82aa909d86e40f92704a57b5601a274c61e0442b,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42060:2:3:h1,political,42060,data_cleaned/conversation_moves_labeled/political/42060.json,political:42060:2,2,1,political:42060:3,3,Assert / Elaborate,88,88,5,3,5,2,25,9,True,[6],[7],25,True,876bd0b73cd9af3756bd166b5cffb6ba83a5bd248fb1bbe7a34538822f27e89b,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42060:3:4:h1,political,42060,data_cleaned/conversation_moves_labeled/political/42060.json,political:42060:3,3,1,political:42060:4,4,Assert / Elaborate,262,103,10,3,10,3,35,12,True,[7],[8],25,True,38fe3b6b1c97869eb8f6dea13d3a640ef043b4e2d24282b5890945671fedf3ed,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42088:1:2:h1,political,42088,data_cleaned/conversation_moves_labeled/political/42088.json,political:42088:1,1,1,political:42088:2,2,Correction / Challenge,51,51,4,3,4,1,8,6,True,[6],[7],25,True,cb23c8abd47ad4f9503ed856abd6875c8b2590323daac8ccf6d182dc98b6d99a,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42088:2:3:h1,political,42088,data_cleaned/conversation_moves_labeled/political/42088.json,political:42088:2,2,1,political:42088:3,3,Correction / Challenge,149,111,8,3,7,2,16,9,True,[7],[8],25,True,ead91d10b825837bcbb14b4a97889d0eaf69f0de1afe20abe8ac52bbe3620fca,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42088:7:8:h1,political,42088,data_cleaned/conversation_moves_labeled/political/42088.json,political:42088:7,7,1,political:42088:8,8,Assert / Elaborate,155,103,7,3,6,3,32,12,True,[18],[19],25,True,135075ac36fd1a1cceafa587eee924343b238ecc5cec17beb3f501278af6f419,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42088:8:9:h1,political,42088,data_cleaned/conversation_moves_labeled/political/42088.json,political:42088:8,8,1,political:42088:9,9,Topic Shift,633,109,10,3,10,3,32,12,True,[19],[20],25,True,6fa556532a6ca725be41f66ae3ebd7c12a2d892a974ffa156628e6c84dfe92ef,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42088:11:12:h1,political,42088,data_cleaned/conversation_moves_labeled/political/42088.json,political:42088:11,11,1,political:42088:12,12,Assert / Elaborate,86,86,4,3,4,3,28,12,True,[26],[27],25,True,018a560d924df116eacc586644c8b64bd0eb5af7aced15c952626703db015499,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:42088:12:13:h1,political,42088,data_cleaned/conversation_moves_labeled/political/42088.json,political:42088:12,12,1,political:42088:13,13,Clarification Request (Specific),540,105,10,3,10,3,28,12,True,[27],[28],25,True,ee39d6a3729d25dd5e987b12091e9b038ec52bbfbfaa5749c6db0be6df96020e,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:1:2:h1,religion,001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER,data_cleaned/conversation_moves_labeled/religion/001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER.json,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:1,1,1,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:2,2,Assert / Elaborate,381,105,10,3,10,1,20,6,True,[5],[6],25,True,25231475c60c65579c5784030c77fd7985d1675f9b0ed0548ba9165c73aa7a56,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:2:3:h1,religion,001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER,data_cleaned/conversation_moves_labeled/religion/001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER.json,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:2,2,1,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:3,3,Assert / Elaborate,1250,106,10,3,10,2,30,9,True,[6],[7],25,True,ba854933b675fe911d184b3c70f23689db20cca93fb378b9a79469aed60a35d3,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256""]"
religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:5:6:h1,religion,001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER,data_cleaned/conversation_moves_labeled/religion/001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER.json,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:5,5,1,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:6,6,Assert / Elaborate,214,103,10,3,10,3,40,12,True,[15],[16],25,True,4a3249a728a64a84bf1c2560fa0e272ece7b067cdd4f64ba659949cdb69c6e5d,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:5:8:h3,religion,001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER,data_cleaned/conversation_moves_labeled/religion/001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER.json,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:5,5,3,religion:001-LIFE_IN_RHYTHM___THE_RHYTHM_OF_PRAYER:8,8,Assert / Elaborate,214,103,10,3,10,3,40,12,True,[15],[18],25,True,33e85eba38f264a3c7bfc8f1fef79955f78a52265748acaf1c7c85054d480e53,,"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
