pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,true_next_turn_id,true_next_turn_idx,true_next_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,available_conditions_json
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:15:16,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:15,15,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:16,16,Assert / Elaborate,81,81,4,3,5,3,True,[21],[22],25,True,2dec9e272f48aba660173ef3e20d1264dcfa8b379d53d5a505300380c65bc906,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:20:21,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:20,20,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:21,21,Agree / Align,174,102,8,3,7,3,True,[34],[35],25,True,1ea59e75e6b97bc9febbcbbdbd527059ade00f740812935c0abb700507d3b721,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:21:22,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:21,21,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:22,22,Clarification Request (Specific),197,105,8,3,5,3,True,[35],[36],25,True,51d100a575e39372f943de97746fdbadaf6b399d702841d3c025b91586b50e51,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:29:30,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:29,29,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:30,30,Assert / Elaborate,764,104,10,3,10,3,True,[61],[62],25,True,2c194c44b9119bd3ab930ea7b70f4aabb9bae400678ff9a1df4cd2dee9e61b4f,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:32:33,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:32,32,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:33,33,Assert / Elaborate,127,101,5,3,5,3,True,[66],[67],25,True,f3564e5e68911374f473c610668d44662f50ea9eb208eb601afad97dac120bf6,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:33:34,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:33,33,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:34,34,Assert / Elaborate,139,102,10,3,10,3,True,[67],[68],25,True,bcd96ba0d80d91b5eb78db55d17f8fb283fa5b52df5955ce2e747895a5446e0c,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:35:36,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:35,35,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:36,36,Assert / Elaborate,100,100,5,3,5,3,True,[71],[72],25,True,94a25868df50a44fe236749b33a99615820e8489f68bad363dd4c4e50364e66e,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:40:41,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:40,40,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:41,41,Agree / Align,100,100,7,3,7,3,True,[84],[85],25,True,0ab390f55200fd68d6a9cd809c232912b9d70495ab6db6213beab8aa04f70bec,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:41:42,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:41,41,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:42,42,Assert / Elaborate,542,105,10,3,10,3,True,[85],[86],25,True,14db353bba5b82c3b10611af46a1a48c4ae29981f6c39a8a4b0b1f940e79ca3d,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:42:43,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:42,42,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:43,43,Assert / Elaborate,53,53,4,3,5,3,True,[86],[87],25,True,d8d5ca8c7ef4b80e9707dca6643795d6992355da344fad754d18f3ebd37d484e,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44:45,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:44,44,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45,45,Assert / Elaborate,122,107,5,3,5,3,True,[90],[91],25,True,436ead2b05f044b857d0ab17158cbccdb18b4dc3d249b23db17abc49108e4cc3,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45:46,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:45,45,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:46,46,Assert / Elaborate,323,105,10,3,10,3,True,[91],[92],25,True,21fa24ca1ca502fa8bd9e0a1527d7a81c164f293515a272e746232b32d2dde7f,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:46:47,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:46,46,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:47,47,Assert / Elaborate,109,101,5,3,5,3,True,[92],[93],25,True,9b9aef5b45b131e799e4d79ff286a64f5e8a29c57b6741402b58529f22c3b337,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:47:48,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:47,47,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:48,48,Assert / Elaborate,405,109,10,3,9,3,True,[93],[94],25,True,daeb162d3f12536e4f27d46d13a195e8befc9e4ccfaefc9549e9af17729ad26e,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:48:49,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:48,48,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:49,49,Assert / Elaborate,83,83,7,3,6,3,True,[94],[95],25,True,e0b7f26bfd5174b3faae9c2085d781e656defd5c9a4f0a6407df3f04f0d62b26,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:49:50,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:49,49,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:50,50,Clarification Request (Specific),367,106,8,3,7,3,True,[95],[96],25,True,eb4fcf2d956a73518fd761ca58420acc88a76bfd7843437d891ea4d877b570ca,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:50:51,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:50,50,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:51,51,Assert / Elaborate,81,81,5,3,5,3,True,[96],[97],25,True,19a88249048390c28024b7b77f0ac396b83698b5760fd1130e8e52bb3c44723a,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:51:52,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:51,51,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:52,52,Assert / Elaborate,57,57,4,3,4,3,True,[97],[98],25,True,b953fd2fb2656cf38c4a501f47b3fa9feba7ff220b8eda23c311f2f9d800736e,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:52:53,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:52,52,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:53,53,Assert / Elaborate,52,52,3,3,4,3,True,[98],[99],25,True,876fbc998dab177a901d7a19b2292f6b6a85d976331765e226e10f79a4f9c76c,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:54:55,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:54,54,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:55,55,Assert / Elaborate,91,91,5,3,5,3,True,[102],[103],25,True,6ddd99c96c6af0f5377fdad6d94a30fd34083908619a00e98e71b489694aa305,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:56:57,commentary,099__Daniel_Fluitt_of_Thrift_Store_Cowboys,data_cleaned/conversation_moves_labeled/commentary/099__Daniel_Fluitt_of_Thrift_Store_Cowboys.json,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:56,56,commentary:099__Daniel_Fluitt_of_Thrift_Store_Cowboys:57,57,Assert / Elaborate,58,58,4,3,5,3,True,[106],[107],25,True,ec262b5936d74155e017fd38dfd8826e5b49d9868433439c72bef3dc6ca093f6,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:108_BRIDGET_MENDEL:0:1,commentary,108_BRIDGET_MENDEL,data_cleaned/conversation_moves_labeled/commentary/108_BRIDGET_MENDEL.json,commentary:108_BRIDGET_MENDEL:0,0,commentary:108_BRIDGET_MENDEL:1,1,Assert / Elaborate,77,77,5,3,5,0,True,[2],[3],25,True,2b046241489c5aaa9b0980d089c09ba52ef112a0e2330139992708d4917b4a5b,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
commentary:108_BRIDGET_MENDEL:1:2,commentary,108_BRIDGET_MENDEL,data_cleaned/conversation_moves_labeled/commentary/108_BRIDGET_MENDEL.json,commentary:108_BRIDGET_MENDEL:1,1,commentary:108_BRIDGET_MENDEL:2,2,Answer,840,104,10,3,10,1,True,[3],[4],25,True,a99e6d11018c4c929b685370a0a672e170c2d3f721ffde60efc3099d221d0310,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:1:2,news,13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts,data_cleaned/conversation_moves_labeled/news/13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts.json,news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:1,1,news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:2,2,Answer,98,98,10,3,7,1,True,[3],[4],25,True,09928ed1eef11cec8fdb1f09c8ceec5835fe97f2e74c77d7b1c627d58852004c,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:2:3,news,13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts,data_cleaned/conversation_moves_labeled/news/13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts.json,news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:2,2,news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:3,3,Assert / Elaborate,105,105,10,3,10,2,True,[4],[5],25,True,dac7a9eca2ff464e45af71dbf8bc1a28c78c6c83b835deebb2e884f1f9c9c1c1,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:8:9,news,13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts,data_cleaned/conversation_moves_labeled/news/13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts.json,news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:8,8,news:13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts:9,9,Assert / Elaborate,71,71,5,3,5,3,True,[28],[29],25,True,0af472fe841de4bd21d1c5182ebaf6000f9c5574c7882eb2a4ddb845ade8adbc,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:0:1,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:0,0,news:226__MLS_Tournament__Orlando_Or_Bust:1,1,Assert / Elaborate,166,105,10,3,10,0,True,[0],[1],25,True,4c82eeaa32e0b7d01aabd7fb6571476147eceb47a4227d007c4d34b40b023f85,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:1:2,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:1,1,news:226__MLS_Tournament__Orlando_Or_Bust:2,2,Assert / Elaborate,448,102,10,3,10,1,True,[1],[2],25,True,175d12efa7a3548ebcb9383b116c2152bccea7ace75960ecb8709f0ef9d264c8,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:2:3,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:2,2,news:226__MLS_Tournament__Orlando_Or_Bust:3,3,Assert / Elaborate,534,103,10,3,10,2,True,[2],[3],25,True,a9259b5543dc46e4f4780cddc4556c2f16ebd3f82675da5d85132af09bc8eaf0,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:6:7,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:6,6,news:226__MLS_Tournament__Orlando_Or_Bust:7,7,Assert / Elaborate,481,107,5,3,5,3,True,[10],[11],25,True,166f48cd7f0456e7ac774979b61a1fefc63364ce017f68a9b88d337cae074259,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:7:8,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:7,7,news:226__MLS_Tournament__Orlando_Or_Bust:8,8,Assert / Elaborate,197,107,7,3,6,3,True,[11],[12],25,True,403986b18b9ebbffd775257998d87d888bd0eedf525340df65081d6bc5d7df21,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:8:9,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:8,8,news:226__MLS_Tournament__Orlando_Or_Bust:9,9,Assert / Elaborate,116,103,8,3,7,3,True,[12],[13],25,True,5887d13c9b09561d4b14a58f0c60d64f4cbceab6e8f7b96d1b7f31f526c99ead,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:9:10,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:9,9,news:226__MLS_Tournament__Orlando_Or_Bust:10,10,Assert / Elaborate,832,102,10,3,10,3,True,[13],[14],25,True,eca2086a51eef40de8866cde9547491b4f80924e58e4f0a7a5378a62dde879c1,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:11:12,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:11,11,news:226__MLS_Tournament__Orlando_Or_Bust:12,12,Assert / Elaborate,191,102,10,3,10,3,True,[17],[18],25,True,98903d75dda53143ea518d130d328f69542afbcb3ad423db312def1585260cf5,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:12:13,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:12,12,news:226__MLS_Tournament__Orlando_Or_Bust:13,13,Assert / Elaborate,750,104,10,3,10,3,True,[18],[19],25,True,805390d28c13637db5dbd72b261a333fe58d4704a0a9f46a09f03f3d488add63,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
news:226__MLS_Tournament__Orlando_Or_Bust:13:14,news,226__MLS_Tournament__Orlando_Or_Bust,data_cleaned/conversation_moves_labeled/news/226__MLS_Tournament__Orlando_Or_Bust.json,news:226__MLS_Tournament__Orlando_Or_Bust:13,13,news:226__MLS_Tournament__Orlando_Or_Bust:14,14,Correction / Challenge,464,103,10,3,10,3,True,[19],[20],25,True,8e3d11df993e17cd543ad1c355b2b85f8354caf1578a94973f12fb3f370b3b18,,"[""raw_turn"", ""raw_turn_with_history"", ""raw_turn_plus_assumptions"", ""explicit_only"", ""explicit_plus_top3_assumptions"", ""explicit_plus_shuffled_assumptions"", ""explicit_plus_wrong_episode_assumptions""]"
